FullName,FirstName,LastName,Gender,Status,Region,Ethnicity,Occupation_primary,MaritalStatus,Spouse_FirstName,Spouse_Last Name,Spouse_Gender,Spouse_RaceEthnicity,Spouse_Birthday,Spouse_Age,Spouse_Occupation,Street,City,State,ZipCode,Religion_Christian,Religion_Muslim,Religion_Jewish,Religion_Hindu,Religion_Buddhist,Religion_Other,Religion_Spiritual,Religion_None,RoleofFaith_primary,RoleofFaith_spouse,Alcohol_Occasional,Alcohol_Responsible,Alcohol_Irresponsible,DrugUse,Marijuana_Occasional,Marijuana_Regular,Cigarettes_Occasional,Cigarettes_Regular,Vaping_Occasional,Vaping_Regular,JobRetentionChallenges,DayOff_primary,DayOff_spouse,FavoritPlace_primary,FavoritePlace_spouse,Personality_primary,Personality_spouse,SocialStyle_Introverted,SocialStyle_Extraverted,SocialStyle_Both,SadnessResponse_primary,SadnessResponse_spouse,AngerResponse_primary,Anger Response_spouse,Continuing Education,Supports_Holidays,Supports_Job,Supports_Parenting,Supports_Medical,Supports_Legal,Supports_Budgeting,Supports_MentalHealth,Supports_Resources,Supports_Social,Multiple_Matches,Match_Housing,Emergency_Housing,CriminalHistory_Arrested,CriminalHistory_Jail,CriminalHistory_CurrentProbation,Children_Pregnant,Children_Custody1,Children_Custodymultiple,Children_Kincare1,Children_Kincaremultiple,Children_Welfare1,Children_Welfaremultiple,Bio_Important,Bio_Difficult,Sexuality_Heterosexual,Sexuality_Homosexual,Sexuality_Bisexual,Gender_Male,Gender_Female,Gender_Transgender,Gender_Non_binary,Latitude ,Logatitude
Florence Rogers,Florence,Rogers,Female,Awaiting Training,2,,Local truck driver,Single,,,,,,,,1943 Jesse Jewell Pkwy SE #900,Gainesville,Georgia,30501,5,3,2,5,4,0,0,5,Unimportant,,5,4,1,4,3,3,2,1,1,4,4,Friends/Family,,Nature,,Reserved,,3,4,3,Listen,,Withdraw,,5,5,5,5,5,4,4,5,0,4,checked,,,1,1,2,0,4,3,0,0,0,4,5,5,5,5,5,4,4,0,3,34.315412,-83.79789
Frances Conley,Frances,Conley,Female,Interested,8,,Revenue officer,Single,,,,,,,,4640 Warm Springs Rd,Columbus,Georgia,31909,5,3,5,3,1,4,4,3,Exclusive,,5,5,0,2,2,3,3,3,5,5,3,Shop,,New,,Reserved,,3,3,4,Listen,,Withdraw,,4,5,4,4,5,4,4,5,4,5,checked,checked,checked,3,4,1,4,4,5,2,2,1,4,0,0,5,4,0,4,4,3,0,32.52424,-84.915017
Frances Obrien,Frances,Obrien,Female,Matched,13,African American,Human resources manager,Single,,,,,,,,1250 Tech Dr,Norcross,Georgia,30093,5,5,3,4,3,5,4,4,Exclusive,,5,5,0,4,3,0,1,5,2,4,4,Movie/Play,,Pampered,,Shy,,4,4,3,Alone,,Reconcile,,2,3,1,4,5,4,5,5,5,5,,,checked,3,4,4,5,0,5,1,2,3,0,2,3,5,4,5,3,4,5,1,33.914796,-84.165028
Francis & Doris Goodman,Francis,Goodman,Male,Awaiting Training,2,,Customs agent,Married,Doris,,,,9/29/1960,61,Data coder operator,63 Depot St,Hartwell,Georgia,30643,5,5,4,5,5,5,3,4,Exclusive,Inclusive,5,4,2,1,3,3,3,2,3,4,1,Movie/Play,Home,Event,None,Friendly,Adventurous,3,3,2,Listen,Alone,Process,Reconcile,4,4,4,4,4,2,5,5,1,5,checked,checked,checked,1,0,2,0,4,3,4,0,4,3,2,1,5,4,5,4,4,4,0,34.351615,-82.933581
Francis Barrington,Francis,Barrington,Male,Interested,10,,Underwriter,Single,,,,,,,,1408 Tallahassee Hwy,Bainbridge,Georgia,39819,5,4,5,4,4,0,2,4,Inclusive,,5,4,5,0,5,5,1,1,1,4,4,Friends/Family,,New,,Reserved,,4,5,5,Advice,,React,,3,4,5,3,4,5,4,5,4,4,checked,,checked,2,3,0,2,5,2,4,0,4,3,4,0,5,3,1,4,0,3,2,30.88726,-84.568029
Frederick & Dorothy Hodges,Frederick,Hodges,Male,OOS,,,Film processing technician,Married,Dorothy,,,,2/9/1961,60,Biological technician,4166 Adamsville Road,Loganville,Georgia,30052,5,4,4,3,4,2,5,3,Exclusive,Inclusive,5,4,2,1,3,4,1,5,2,4,1,Shop,Movie/Play,Pampered,Nature,Friendly,Reserved,4,2,4,Listen,Listen,Reconcile,Withdraw,4,4,5,5,5,4,4,5,5,5,,,,2,5,0,5,3,5,2,5,5,4,0,5,5,5,3,4,4,2,3,,
Gary & Margaret McElhannon,Gary,McElhannon,Male,Awaiting Training,14,,Aquatic biologist,Married,Margaret,,,White,8/11/1959,62,Institution and cafeteria cook,604 Holcomb Bridge Rd,Roswell,Georgia,30076,5,3,4,5,4,1,3,3,Exclusive,Exclusive,5,4,0,1,3,5,5,3,2,4,3,Movie/Play,Read/Walk,Nature,Event,Solitary,Solitary,3,4,0,Listen,Advice,Withdraw,Process,4,5,4,5,4,5,5,5,4,4,checked,checked,,5,0,3,5,2,5,3,1,5,5,1,3,5,4,4,0,2,4,5,34.037072,-84.342681
Gary & Susan Dupree,Gary,Dupree,Male,Interested,14,,Food scientist,Married,Susan,,,,9/22/1975,46,Marine surveyor,8200 Mall Pkwy,Lithonia,Georgia,30038,5,5,3,2,3,3,0,4,Unimportant,Exclusive,5,5,5,0,3,2,5,5,1,5,5,Shop,Shop,None,New,Friendly,Friendly,5,5,3,Alone,Listen,Reconcile,Reconcile,3,5,2,4,5,5,2,4,4,4,checked,checked,checked,1,0,2,5,3,5,4,3,1,0,0,4,5,5,5,5,4,4,0,33.692016,-84.087052
Gary Morgan & Katherine Isbell,Gary,Morgan,Male,Interested,4,,Data coder operator,Married,Katherine,Isbell,,,9/11/1973,48,University faculty,1100 N Peachtree Pkwy,Peachtree City,Georgia,30269,5,2,5,5,5,5,3,4,Exclusive,Unimportant,5,4,2,0,0,4,3,0,4,2,2,Home,Shop,Event,Event,Adventurous,Shy,4,3,3,Alone,Advice,Reconcile,React,3,5,5,4,4,5,4,4,5,5,,,checked,1,5,0,3,4,4,4,5,0,4,3,1,5,4,4,3,3,1,1,33.440545,-84.590789
Gaynell Johnson,Gaynell,Johnson,Female,Interested,12,,A & P mechanic,,,,,,,,,3881 US_17,Richmond Hill,Georgia,31324,5,1,5,4,5,3,5,4,Inclusive,,5,4,2,2,5,3,2,4,3,3,4,Read/Walk,,New,,Solitary,,5,3,5,Advice,,Reconcile,,3,2,4,4,5,5,5,2,4,5,,checked,,1,1,2,0,2,5,5,4,0,2,2,2,5,1,5,5,4,0,4,31.930654,-81.326232
George & Edith Armstrong,Edith,Armstrong,Female,Interested,5,,Industrial_organizational psychologist,Married,George,,,,8/22/1987,34,Animal control officer,585 Heard St,Elberton,Georgia,30635,5,4,1,5,5,3,3,3,Exclusive,Inclusive,5,5,0,0,5,4,3,5,2,3,3,Friends/Family,Read/Walk,Nature,Event,Reserved,Adventurous,5,5,5,Advice,Alone,React,Reconcile,5,5,5,4,4,5,4,5,1,4,,,checked,1,2,0,3,3,3,4,4,2,0,0,2,5,5,4,4,4,2,4,34.107211,-82.857924
Geri Manly,Geri,Manly,Female,Interested,8,,Plan examiner,,,,,,,,,1956 GA_49,Oglethorpe,Georgia,31068,5,5,3,3,2,0,3,1,Unimportant,,5,4,1,4,1,2,4,5,5,3,0,Friends/Family,,None,,Solitary,,3,5,5,Advice,,React,,5,4,5,4,4,4,5,5,4,3,checked,checked,checked,3,1,5,0,5,4,4,4,3,4,5,2,5,5,3,5,0,0,2,32.271076,-84.081214
Gerri Miller,Gerri,Miller,Female,Not Moving Forward,13,,Computer hardware engineer,Single,,,,,,,,2789 Cinnamon Lane,Marietta,Georgia,30060,5,3,5,3,5,5,4,3,Inclusive,,5,3,1,3,1,4,5,2,1,1,2,Shop,,None,,Friendly,,5,3,5,Alone,,React,,3,5,5,1,4,4,0,5,3,5,,checked,,2,4,4,3,5,3,5,5,0,5,0,3,5,5,5,3,4,1,5,,
Gino & Karen Alvarez,Gino,Alvarez,Male,Matched,14,,Author,Married,Karen,,Female,White,3/2/1971,50,Safety inspector,2037 Neuport Lane,Fairburn,Georgia,30213,5,5,4,5,5,3,4,5,Exclusive,Exclusive,5,4,3,5,3,3,4,3,3,0,4,Read/Walk,Movie/Play,New,Nature,Reserved,Shy,4,4,4,Alone,Advice,Withdraw,React,3,5,5,4,4,4,5,5,4,5,,,checked,0,5,2,5,5,1,1,1,4,5,1,5,5,4,4,5,5,5,5,,
Gladys Ibarra,Gladys,Ibarra,Female,OOS,,,Conservation scientist,Single,,,,,,,,2547 Monroe Street,Houston,Texas,77002,5,4,5,4,4,0,4,4,Exclusive,,5,4,0,4,1,1,3,0,5,5,3,Movie/Play,,None,,Shy,,4,3,5,Alone,,Process,,4,5,5,4,4,2,5,4,2,4,,,,0,3,1,5,2,4,4,2,0,2,0,1,5,4,4,5,4,0,5,,
Gladys Yu,Gladys,Yu,Female,Matched,13,African American,Direct care worker,Single,,,,,,,,1175 Buford Hwy NE,Suwanee,Georgia,30024,5,0,4,4,5,1,4,0,Unimportant,,5,3,1,1,5,5,4,5,3,2,5,Read/Walk,,None,,Adventurous,,3,5,5,Advice,,React,,5,4,5,4,4,4,5,5,4,5,,,,5,5,4,5,1,5,2,5,0,5,4,2,5,4,4,1,5,1,0,34.035956,-84.086483
Goldie Harris,Goldie,Harris,Female,Interested,13,,Aircraft electronics technician,,,,,,,,,4022 Powder Springs Rd SW,Powder Springs,Georgia,30127,5,5,5,4,5,2,4,3,Inclusive,,5,1,4,0,2,0,0,3,5,4,5,Shop,,New,,Reserved,,5,5,4,Alone,,Withdraw,,3,4,4,4,4,4,5,2,4,5,,,checked,1,0,5,1,1,4,1,3,0,3,5,0,5,5,3,5,4,0,1,33.858939,-84.671305
Gonzalo & Kristie Neal,Gonzalo,Neal,Male,Certified,13,,Certified registered nurse anesthetist,Married,Kristie,,,White,3/15/1980,41,Agricultural inspector,139 N Perry St,Lawrenceville,Georgia,30046,5,4,4,4,3,4,2,5,Unimportant,Unimportant,5,4,1,1,2,5,5,3,3,4,3,Read/Walk,Home,Pampered,Event,Shy,Solitary,4,4,5,Alone,Listen,Withdraw,Reconcile,5,3,5,4,5,5,4,4,4,5,checked,,,1,2,0,4,4,3,4,0,5,1,0,2,5,4,0,5,4,3,1,33.956627,-83.989864
Gordon & Catherine Austin,Gordon,Austin,Male,Interested,10,,Jeweler,Married,Catherine,,,,3/30/1956,65,Correspondence clerk,620 W Jackson St,Thomasville,Georgia,31792,5,4,3,4,4,3,2,4,Unimportant,Exclusive,5,5,2,0,1,5,3,2,4,4,4,Shop,Home,New,New,Friendly,Adventurous,3,0,5,Listen,Listen,React,React,4,4,5,5,2,5,4,5,4,4,,checked,,1,5,0,4,5,1,3,3,2,4,1,3,5,3,5,2,5,3,5,30.830742,-83.98538
Grace Davis,Grace,Davis,Female,Interested,10,,Crane and tower operator,,,,,,,,,15049 US Highway 19 S #502,Thomasville,Georgia,31792,5,4,4,4,4,2,3,4,Exclusive,,5,5,1,3,3,3,5,4,4,1,3,Home,,New,,Shy,,4,4,5,Advice,,Withdraw,,1,4,5,5,3,5,5,5,4,4,checked,checked,,4,0,0,2,5,5,4,0,3,2,1,1,5,3,5,2,5,3,2,30.855022,-83.94674
Grace Williams,Grace,Williams,Female,Matched,13,African American,Welding machine setter,,,,,,,,,667 College Street,Norcross,Georgia,30093,5,4,4,5,5,4,4,1,Exclusive,,5,5,4,5,2,2,3,2,4,0,5,Movie/Play,,Nature,,Shy,,4,5,5,Advice,,React,,3,5,4,4,4,5,0,5,4,3,,,checked,5,4,1,3,3,0,1,5,2,0,0,2,5,4,5,5,5,5,2,,
Greg & Caroline McLean,Caroline,McLean,Female,Certified,2,,Violin repairer,Married,Greg,,,White,6/23/1956,65,Office aide,415 Hwy 53,Dawsonville,Georgia,30534,5,3,3,3,3,4,3,5,Exclusive,Exclusive,5,4,4,2,5,2,5,5,4,3,3,Read/Walk,Shop,Nature,None,Reserved,Adventurous,3,5,5,Advice,Listen,Process,React,4,5,5,4,3,4,4,4,4,4,checked,,checked,2,2,5,5,4,1,1,4,4,0,0,0,3,4,4,5,2,5,5,34.418244,-84.112423
Gregory & Eunice Williams,Eunice,Williams,Female,OOS,1,,Employee assistance plan manager,Married,Gregory,,,,2/12/1968,53,General superintendent,3001 E Walnut Ave,Dalton,Georgia,30721,5,4,3,3,4,5,3,3,Inclusive,Inclusive,5,2,0,4,4,2,3,5,4,0,4,Read/Walk,Shop,None,Nature,Friendly,Adventurous,5,5,5,Advice,Advice,Reconcile,Withdraw,5,5,3,4,5,5,4,4,5,4,checked,,checked,0,5,2,0,5,4,0,3,1,3,1,1,5,5,1,5,0,5,0,34.773513,-84.922039
Gwendolyn Carter,Gwendolyn,Carter,Female,Awaiting Training,12,,Social scientist,Single,,,,,,,,107 W General Screven Way,Hinesville,Georgia,31313,5,4,3,4,4,0,4,4,Inclusive,,5,1,1,5,0,1,1,2,4,3,5,Home,,Nature,,Shy,,4,3,3,Alone,,Reconcile,,4,4,1,4,4,4,4,5,5,5,checked,,,3,2,3,4,5,5,5,0,3,2,3,4,5,2,5,4,2,5,3,31.841322,-81.599074
Hans & Barbara Compton,Hans,Compton,Male,Interested,,,Food batchmaker,Married,Barbara,,,,3/30/1970,51,Shampooer,3925 Freshour Circle,Pooler,Georgia,31322,5,5,4,5,5,3,4,4,Unimportant,Inclusive,5,5,0,1,3,4,4,3,0,1,3,Movie/Play,Movie/Play,Nature,New,Reserved,Friendly,3,5,2,Listen,Advice,Process,Process,3,4,5,5,4,0,0,5,4,4,checked,checked,,1,0,3,5,3,4,5,4,5,5,1,3,5,5,0,5,4,4,3,,
Harold & Marie Murphy,Marie,Murphy,Female,Matched_Current,2,,Travel consultant,Married,Harold,,Male,White,4/18/1990,31,Biometrician,1775 Browns Bridge Rd SW,Gainesville,Georgia,30501,5,3,4,5,3,0,4,5,Inclusive,Unimportant,5,4,0,5,3,3,0,5,1,3,1,Home,Movie/Play,None,Event,Reserved,Adventurous,3,1,3,Alone,Listen,Withdraw,Process,5,5,4,5,4,5,5,4,3,2,checked,,,5,1,1,3,3,2,3,5,4,4,5,5,5,4,2,5,5,0,5,33.934395,-84.468232
Hayden & Helen Owsley,Hayden,Owsley,Male,Awaiting Training,13,,Commentator,Married,Helen,,,,7/21/1981,40,Marine equipment mechanic,2475 Barrett Creek Pkwy NW,Marietta,Georgia,30066,5,5,5,4,3,4,4,5,Inclusive,Inclusive,5,0,2,2,2,5,3,4,5,5,1,Home,Friends/Family,None,None,Shy,Shy,5,4,3,Advice,Listen,React,Reconcile,3,5,4,5,4,4,4,5,4,4,checked,,,0,1,1,4,2,2,2,2,2,5,3,4,5,4,4,2,4,5,4,34.012761,-84.555592
Hazel Whitman,Hazel,Whitman,Female,FSS,11,,Nurse administrator,,,,,,,,,101 N Irwin Ave,Ocilla,Georgia,31774,5,3,5,4,3,5,1,4,Exclusive,,5,4,0,5,5,3,1,5,5,2,5,Read/Walk,,Pampered,,Shy,,3,5,5,Alone,,Reconcile,,3,4,5,4,4,5,4,4,4,5,,checked,,3,5,1,3,1,1,4,4,3,5,3,4,5,5,3,4,5,5,3,31.594485,-83.250287
Hedy Harms,Hedy,Harms,Female,Interested,6,,Load dispatcher,,,,,,,,,543 Cherry St,Macon,Georgia,31201,5,3,5,4,3,3,4,0,Unimportant,,5,5,1,5,4,2,5,4,3,3,0,Read/Walk,,Event,,Shy,,5,4,5,Advice,,React,,3,5,3,5,2,5,4,4,0,4,checked,checked,,0,1,0,5,0,2,4,5,5,4,0,2,5,5,4,0,1,3,0,32.836387,-83.628005
Heidi Bonner,Heidi,Bonner,Female,Awaiting Training,11,,Desk clerk,,,,,,,,,1055 S Main St,Ashburn,Georgia,31714,4,4,4,5,5,1,5,3,Unimportant,,5,2,0,3,0,4,3,1,3,3,4,Movie/Play,,Event,,Shy,,3,4,5,Advice,,Withdraw,,4,4,5,5,5,5,4,5,5,4,checked,checked,checked,1,0,0,3,4,5,3,2,0,0,5,2,5,4,1,4,5,5,5,31.692619,-83.646418
Heidi Little,Heidi,Little,Female,Matched,13,,Molder,Single,,,,,,,,4955 Sugarloaf Pkwy # 112,Lawrenceville,Georgia,30044,5,3,5,0,5,4,4,1,Exclusive,,4,5,4,3,4,3,3,5,5,5,3,Shop,,Pampered,,Shy,,5,5,1,Listen,,Withdraw,,3,5,4,5,4,5,4,5,5,4,checked,,checked,0,4,1,5,1,4,1,5,0,1,1,5,5,5,5,3,4,1,0,33.956907,-84.056924
Helen Robinson,Helen,Robinson,Female,Not Moving Forward,6,,Cleaner,,,,,,,,,138 N Wayne St,Milledgeville,Georgia,31061,5,5,5,3,5,3,3,4,Unimportant,,5,5,2,5,4,2,5,0,4,4,3,Home,,Pampered,,Solitary,,1,3,3,Alone,,Process,,3,4,3,5,4,2,2,5,4,5,checked,,,4,1,2,2,5,4,1,1,5,0,2,3,3,4,5,5,5,3,3,33.082271,-83.227659
Helen Scott,Helen,Scott,Female,Matched,12,,Farmer,,,,,,,,,129 S Main St,Statesboro,Georgia,30458,5,5,5,5,3,0,4,4,Exclusive,,5,4,1,0,4,5,3,5,5,3,4,Home,,Pampered,,Solitary,,4,2,0,Listen,,Reconcile,,3,1,5,4,4,1,4,4,4,5,checked,,checked,2,1,1,5,3,0,2,3,0,1,2,3,5,2,5,5,4,1,4,32.445283,-81.784064
Henrietta Sweeney,Henrietta,Sweeney,Female,On Hold,13,,Metalworking machine operator,Single,,,,,,,,429 Ernest W Barrett Pkwy NW,Kennesaw,Georgia,30144,5,4,3,4,4,1,5,5,Exclusive,,5,0,0,5,0,1,2,5,2,4,5,Friends/Family,,New,,Shy,,4,2,4,Advice,,React,,5,5,5,5,5,4,1,5,4,0,checked,checked,,0,0,3,3,5,4,3,4,5,2,3,5,5,5,4,1,5,4,2,34.012218,-84.56296
Henry & Angela Stein,Henry,Stein,Male,Awaiting Training,4,,Staffing specialist,Married,Angela,,,,2/20/1982,39,Library media specialist,11161 Tara Blvd,Hampton,Georgia,30228,5,3,5,4,3,3,4,3,Exclusive,Exclusive,5,4,5,2,4,5,4,5,5,5,5,Friends/Family,Shop,Event,Event,Adventurous,Solitary,5,4,3,Advice,Advice,Reconcile,Process,5,5,5,4,5,4,5,5,4,4,checked,,,1,4,1,4,5,2,3,4,1,4,2,2,5,4,4,1,4,3,2,33.449418,-84.325896
Henry & Bessie Rinehart,Bessie,Rinehart,Female,Matched,13,,Child protective services social worker,Married,Henry,,,White,1/21/1987,35,Operations research analyst,6273 Jonesboro Rd,Morrow,Georgia,30260,5,4,3,4,4,4,0,4,Inclusive,Exclusive,5,5,1,0,1,1,3,4,5,3,1,Shop,Friends/Family,Nature,Event,Reserved,Reserved,5,1,3,Alone,Alone,React,Withdraw,0,5,4,1,5,4,5,4,1,4,,checked,,5,4,4,0,5,4,2,1,0,2,3,5,5,3,2,4,2,3,1,33.584063,-84.339641
Herbert & Ruth Vail,Herbert,Vail,Male,Interested,9,,Rail yard engineer,Married,Ruth,,,,3/4/1970,51,Behavioral disorder counselor,2613 E 1st St,Vidalia,Georgia,30474,5,3,5,3,5,3,3,5,Inclusive,Unimportant,5,4,3,0,2,3,5,5,3,0,4,Friends/Family,Movie/Play,New,None,Solitary,Solitary,4,4,4,Listen,Alone,React,Process,3,4,4,0,5,1,4,4,4,4,checked,checked,,2,0,1,4,1,1,4,0,5,5,0,0,5,5,4,4,3,0,2,32.206078,-82.373603
Herbert Bradley,Herbert,Bradley,Male,Interested,12,,Teaching assistant,,,,,,,,,101 Outlet Parkway,Pooler,Georgia,31322,5,5,5,5,5,3,3,2,Exclusive,,5,5,3,1,5,5,3,5,4,2,5,Movie/Play,,Event,,Solitary,,3,4,4,Alone,,React,,5,5,5,5,1,4,4,4,5,5,,checked,checked,3,2,0,1,0,4,2,4,0,3,0,3,5,5,5,4,5,2,4,32.13608,-81.24223
Hershel & Aretha Anderson,Hershel,Anderson,Male,Interested,,,Affirmative action coordinator,Married,Aretha,,,,4/29/1982,39,Regional geographer,3422 Oliver Street,Jefferson,Georgia,30054,1,4,3,4,4,1,3,3,Unimportant,Exclusive,5,4,5,0,3,5,5,5,4,5,3,Movie/Play,Read/Walk,None,New,Adventurous,Adventurous,5,3,4,Alone,Listen,Withdraw,Process,0,4,5,5,4,4,5,5,4,4,,checked,,5,1,0,3,4,0,5,1,3,0,1,2,5,5,4,5,5,5,3,,
Hilda Gaffney,Hilda,Gaffney,Female,Completed Training,5,,Engineering technician,Single,,,,,,,,20 Auburn Park Dr,Auburn,Georgia,30011,5,5,5,5,3,3,5,4,Unimportant,,5,4,0,4,2,3,3,2,4,2,3,Home,,New,,Adventurous,,4,5,3,Alone,,Reconcile,,4,5,4,4,5,5,4,4,2,4,checked,,checked,5,2,5,3,5,3,4,5,3,4,1,1,3,4,0,5,4,3,2,34.010653,-83.841854
Imogene Burdge,Imogene,Burdge,Female,FSS,,,Ceiling tile installer,Single,,,,,,,,4968 Hillview Drive,Griffin,Georgia,30212,5,5,4,5,4,1,3,1,Inclusive,,5,4,1,0,5,0,4,4,4,3,4,Home,,None,,Adventurous,,5,3,4,Advice,,Process,,3,5,5,4,4,4,5,2,4,5,,checked,,3,4,1,4,3,2,3,1,4,3,4,0,5,4,4,4,5,2,1,,
Inez Cook,Inez,Cook,Female,Interested,14,,Nutritionist,Single,,,,,,,,3360 Shelby Ln Suite 1030,East Point,Georgia,30344,5,5,3,5,3,3,4,3,Exclusive,,5,3,0,2,1,2,0,3,3,2,4,Friends/Family,,New,,Shy,,3,5,5,Alone,,React,,4,4,5,5,4,4,5,5,4,4,checked,,,1,5,4,3,1,1,4,5,5,1,3,3,5,4,5,5,4,1,0,33.657624,-84.500644
Ivan & Christine Moon,Christine,Moon,Female,Matched,7,,Apparel worker,Married,Ivan,,,White,5/29/1984,37,Dental hygienist,1073 Washington Rd,Thomson,Georgia,30824,5,5,3,5,4,4,0,3,Inclusive,Exclusive,5,4,2,0,3,4,0,5,1,4,3,Friends/Family,Friends/Family,None,Event,Adventurous,Reserved,5,4,3,Advice,Advice,Withdraw,Reconcile,3,3,5,5,4,5,5,4,5,4,checked,,,1,5,1,5,1,3,3,5,1,3,0,4,5,5,4,5,4,5,0,33.485881,-82.505455
Jack & Audrey Holt,Jack,Holt,Male,Not Moving Forward,7,,Conference service coordinator,Married,Audrey,,,,4/22/1986,35,Photographic equipment repairer,127 Main St,Thomson,Georgia,30824,5,1,4,5,4,4,1,2,Exclusive,Unimportant,5,4,1,2,5,4,5,5,5,5,5,Movie/Play,Shop,Nature,Event,Friendly,Friendly,5,5,0,Advice,Advice,React,Reconcile,3,4,4,5,5,3,5,5,4,4,checked,,checked,5,4,4,3,3,4,3,5,3,5,5,3,5,0,5,5,4,4,4,33.466355,-82.502875
Jack Wampler,Jack,Wampler,Male,Interested,,,Travel clerk,,,,,,,,,4178 Roane Avenue,Dallas,Texas,75001,5,0,5,3,4,5,3,1,Exclusive,,5,5,5,1,3,3,5,4,2,3,3,Home,,Event,,Reserved,,5,4,4,Listen,,Process,,4,5,5,4,5,4,4,5,4,5,checked,checked,,2,0,3,5,4,0,0,5,3,0,3,3,5,4,5,4,4,2,5,,
Jackie & Lillie Slawson,Jackie,Slawson,Male,Awaiting Training,3,,Employment service specialist,Married,Lillie,,,,7/22/1959,62,Apparel worker,100 Princeton Blvd,Adairsville,Georgia,30103,5,1,1,5,3,3,4,4,Inclusive,Inclusive,5,5,3,5,2,1,5,5,5,5,5,Home,Home,Nature,None,Reserved,Solitary,4,3,3,Advice,Advice,Withdraw,Reconcile,3,4,4,5,4,4,4,4,4,4,,checked,checked,1,3,3,5,4,5,1,3,5,4,5,0,5,4,4,5,5,1,5,34.376441,-84.914956
Jacob & Diana Han,Diana,Han,Female,Interested,7,,Research psychologist,Married,Jacob,,,,4/5/1988,33,Family practitioner,3308 Milledgeville Rd,Augusta,Georgia,30909,5,5,5,3,3,3,4,5,Unimportant,Inclusive,5,5,2,1,5,1,3,3,1,4,2,Friends/Family,Movie/Play,New,Nature,Reserved,Adventurous,3,4,3,Advice,Listen,Reconcile,Withdraw,4,3,2,5,4,4,3,4,4,4,,,,4,4,5,4,1,4,0,1,3,1,5,1,5,5,5,5,3,0,1,33.448056,-82.053164
Jacob & Lisa Rutan,Jacob,Rutan,Male,Interested,8,,Tour escort,Married,Lisa,,,,2/17/1974,47,Credit counselor,29 Victory Lane,Vienna,Georgia,31092,5,5,5,0,5,5,4,0,Inclusive,Exclusive,5,5,5,4,4,5,3,4,2,3,3,Shop,Shop,Nature,Pampered,Shy,Adventurous,5,2,5,Listen,Alone,React,Reconcile,3,0,4,4,4,4,5,5,5,5,,checked,checked,0,5,1,4,2,2,1,3,4,4,1,4,5,5,4,2,3,0,3,32.085635,-83.760127
James & Amy Lewis,Amy,Lewis,Female,Completed Training,12,Unknown,Recruiter,Married,James,,,White,1/4/1971,51,,1402 Reynolds St,Brunswick,Georgia,31520,5,4,3,4,4,5,3,3,Exclusive,Exclusive,5,4,2,1,5,3,4,3,4,5,1,Home,Home,Pampered,Event,Friendly,Adventurous,2,3,4,Alone,Advice,React,Reconcile,0,5,5,5,4,5,4,4,5,4,checked,checked,,1,0,1,4,2,5,5,5,3,3,2,2,5,4,4,4,5,0,1,31.148239,-81.493563
James & Cynthia Goggin,James,Goggin,Male,Matched,13,African American,Material dispatching,Married,Cynthia,,,Black/African American,1/7/1979,43,CPA,1991 Parrish Avenue,Lilburn,Georgia,30048,5,3,5,4,5,5,5,1,Unimportant,Inclusive,5,5,3,4,2,5,1,2,0,3,3,Movie/Play,Read/Walk,Pampered,New,Friendly,Friendly,4,5,4,Advice,Listen,React,React,3,4,5,4,5,4,5,4,5,5,checked,,checked,3,1,3,5,1,4,2,0,2,5,3,2,5,4,5,4,4,3,2,,
James & Diana Hardy,Diana,Hardy,Female,Interested,4,,Explosives worker,Married,James,,,,4/1/1988,33,Criminologist,1316 US_27,Carrollton,Georgia,30116,5,3,3,4,3,4,5,1,Exclusive,Exclusive,5,5,4,4,3,2,2,3,2,1,5,Shop,Shop,New,Event,Adventurous,Solitary,0,4,3,Listen,Listen,Withdraw,React,4,4,4,0,4,4,5,5,4,5,,,,4,2,4,3,4,3,4,4,3,4,0,1,5,4,4,2,5,4,4,33.554711,-85.072575
James & Diane Weber,Diane,Weber,Female,Interested,3,,Child welfare social worker,Married,James,,,,5/20/1962,59,Social science research assistant,7867 Adairsville Hwy,Adairsville,Georgia,30103,5,3,5,3,4,5,5,5,Unimportant,Inclusive,5,5,4,1,3,5,1,3,5,5,1,Movie/Play,Home,Nature,New,Shy,Shy,5,4,3,Listen,Advice,React,React,3,4,5,5,4,5,5,4,4,5,,,checked,4,1,2,4,1,4,5,3,5,5,4,5,5,5,2,4,5,1,3,34.377509,-84.915728
James & Ellen Stewart,James,Stewart,Male,Interested,13,,Aircraft rigging assembler,Married,Ellen,,,,8/9/1958,63,Log mover,335 Upper Riverdale Rd,Jonesboro,Georgia,30236,5,4,3,5,5,5,4,3,Exclusive,Unimportant,1,4,0,0,1,2,3,0,3,1,0,Friends/Family,Read/Walk,None,Event,Solitary,Solitary,4,5,3,Advice,Listen,Reconcile,Reconcile,4,4,2,5,4,4,5,4,4,4,checked,checked,,1,1,4,5,5,3,4,2,4,5,0,4,5,4,4,4,3,4,1,33.582469,-84.382193
